row_id,col_id,well_id,value,plate_id,time_hr,is_blank,exclude_from_analysis,exclude_reason,fieldrep_id,treatment_group,sample_id_group,area_mm2_measurement,sample_key,value_t0,fold_change,trace_id,mean_blank_rfu,mean_blank_fc,corrected_fc,metabolism_per_area_mm2_measurement
B,4,B4,1860,apc-cp1-26,6,FALSE,FALSE,NA,A,cp,cpa6,38.605,cpa6,236,7.88135593220339,cpa6,219,1.3266445811642216,6.554711351039169,0.16978918148009764
B,5,B5,323,apc-cp1-26,6,FALSE,FALSE,NA,D,cp,cpd8,33.214,cpd8,236,1.36864406779661,cpd8,219,1.3266445811642216,0.041999486632388505,0.0012645115503218073
C,2,C2,327,apc-cp1-26,6,FALSE,FALSE,NA,B,cp,cpb12,51.631,cpb12,248,1.3185483870967742,cpb12,219,1.3266445811642216,-0.008096194067447327,-1.5680877897866256e-4
C,4,C4,355,apc-cp1-26,6,FALSE,FALSE,NA,B,cp,cpb11,55.627,cpb11,267,1.3295880149812733,cpb11,219,1.3266445811642216,0.002943433817051755,5.291376160950177e-5
C,5,C5,290,apc-cp1-26,6,FALSE,FALSE,NA,D,cp,cpd14,9.01,cpd14,219.5,1.3211845102505695,cpd14,219,1.3266445811642216,-0.005460070913652082,-6.060012112821401e-4
D,3,D3,288,apc-cp1-26,6,FALSE,FALSE,NA,D,cp,cpd18,24.477,cpd18,224,1.2857142857142858,cpd18,219,1.3266445811642216,-0.04093029544993576,-0.0016721941189662033
D,4,D4,286,apc-cp1-26,6,FALSE,FALSE,NA,D,cp,cpd17,21.414,cpd17,226,1.2654867256637168,cpd17,219,1.3266445811642216,-0.06115785550050479,-0.0028559753199077606
D,5,D5,336,apc-cp1-26,6,FALSE,FALSE,NA,D,cp,cpd19,34.92,cpd19,245,1.3714285714285714,cpd19,219,1.3266445811642216,0.04478399026434987,0.0012824739480054373
A,2,A2,285,apc-cp1-26,7,FALSE,FALSE,NA,A,cp,cpa4,17.059,cpa4,220,1.2954545454545454,cpa4,220.25,1.3342167534311407,-0.03876220797659524,-0.0022722438581742914
A,3,A3,389,apc-cp1-26,7,FALSE,FALSE,NA,A,cp,cpa1,69.095,cpa1,226,1.7212389380530972,cpa1,220.25,1.3342167534311407,0.3870221846219566,0.0056013052264557
A,5,A5,380,apc-cp1-26,7,FALSE,FALSE,NA,A,cp,cpa3,55.278,cpa3,254,1.4960629921259843,cpa3,220.25,1.3342167534311407,0.1618462386948436,0.0029278598844900976
B,2,B2,253,apc-cp1-26,7,FALSE,FALSE,NA,A,cp,cpa9,14.863,cpa9,214,1.1822429906542056,cpa9,220.25,1.3342167534311407,-0.15197376277693508,-0.010224972265150716
B,3,B3,378,apc-cp1-26,7,FALSE,FALSE,NA,A,cp,cpa7,88.322,cpa7,293,1.2901023890784984,cpa7,220.25,1.3342167534311407,-0.044114364352642266,-4.994719815294294e-4
B,4,B4,2770,apc-cp1-26,7,FALSE,FALSE,NA,A,cp,cpa6,38.605,cpa6,236,11.73728813559322,cpa6,220.25,1.3342167534311407,10.403071382162079,0.26947471524833777
B,5,B5,306,apc-cp1-26,7,FALSE,FALSE,NA,D,cp,cpd8,33.214,cpd8,236,1.2966101694915255,cpd8,220.25,1.3342167534311407,-0.037606583939615135,-0.0011322509766849864
C,2,C2,341,apc-cp1-26,7,FALSE,FALSE,NA,B,cp,cpb12,51.631,cpb12,248,1.375,cpb12,220.25,1.3342167534311407,0.040783246568859344,7.898984441296769e-4
C,4,C4,367,apc-cp1-26,7,FALSE,FALSE,NA,B,cp,cpb11,55.627,cpb11,267,1.3745318352059925,cpb11,220.25,1.3342167534311407,0.04031508177485188,7.247394570056246e-4
C,5,C5,298,apc-cp1-26,7,FALSE,FALSE,NA,D,cp,cpd14,9.01,cpd14,219.5,1.357630979498861,cpd14,220.25,1.3342167534311407,0.023414226067720367,0.002598693237260862
D,3,D3,312,apc-cp1-26,7,FALSE,FALSE,NA,D,cp,cpd18,24.477,cpd18,224,1.3928571428571428,cpd18,220.25,1.3342167534311407,0.05864038942600214,0.002395734339420768
D,4,D4,298,apc-cp1-26,7,FALSE,FALSE,NA,D,cp,cpd17,21.414,cpd17,226,1.3185840707964602,cpd17,220.25,1.3342167534311407,-0.015632682634680428,-7.300216043093503e-4
D,5,D5,350,apc-cp1-26,7,FALSE,FALSE,NA,D,cp,cpd19,34.92,cpd19,245,1.4285714285714286,cpd19,220.25,1.3342167534311407,0.09435467514028795,0.002702023915815806
A,2,A2,302,apc-cp1-26,8,FALSE,FALSE,NA,A,cp,cpa4,17.059,cpa4,220,1.3727272727272728,cpa4,221.125,1.339517274017984,0.03320999870928887,0.0019467728887560154
A,3,A3,499,apc-cp1-26,8,FALSE,FALSE,NA,A,cp,cpa1,69.095,cpa1,226,2.2079646017699117,cpa1,221.125,1.339517274017984,0.8684473277519278,0.012568888164873403
A,5,A5,413,apc-cp1-26,8,FALSE,FALSE,NA,A,cp,cpa3,55.278,cpa3,254,1.625984251968504,cpa3,221.125,1.339517274017984,0.28646697795052,0.0051822963557024496
B,2,B2,268,apc-cp1-26,8,FALSE,FALSE,NA,A,cp,cpa9,14.863,cpa9,214,1.2523364485981308,cpa9,221.125,1.339517274017984,-0.08718082541985317,-0.005865627761545662
B,3,B3,418,apc-cp1-26,8,FALSE,FALSE,NA,A,cp,cpa7,88.322,cpa7,293,1.4266211604095562,cpa7,221.125,1.339517274017984,0.0871038863915723,9.862082651159653e-4
B,4,B4,3821,apc-cp1-26,8,FALSE,FALSE,NA,A,cp,cpa6,38.605,cpa6,236,16.190677966101696,cpa6,221.125,1.339517274017984,14.851160692083711,0.3846952646570059
B,5,B5,319,apc-cp1-26,8,FALSE,FALSE,NA,D,cp,cpd8,33.214,cpd8,236,1.3516949152542372,cpd8,221.125,1.339517274017984,0.012177641236253312,3.6664181478452795e-4
C,2,C2,352,apc-cp1-26,8,FALSE,FALSE,NA,B,cp,cpb12,51.631,cpb12,248,1.4193548387096775,cpb12,221.125,1.339517274017984,0.07983756469169356,0.0015463106407331557
C,4,C4,380,apc-cp1-26,8,FALSE,FALSE,NA,B,cp,cpb11,55.627,cpb11,267,1.4232209737827715,cpb11,221.125,1.339517274017984,0.08370369976478753,0.0015047315110429743
C,5,C5,323,apc-cp1-26,8,FALSE,FALSE,NA,D,cp,cpd14,9.01,cpd14,219.5,1.4715261958997723,cpd14,221.125,1.339517274017984,0.13200892188178837,0.014651378677224014
D,3,D3,344,apc-cp1-26,8,FALSE,FALSE,NA,D,cp,cpd18,24.477,cpd18,224,1.5357142857142858,cpd18,221.125,1.339517274017984,0.19619701169630188,0.008015566110891935
D,4,D4,310,apc-cp1-26,8,FALSE,FALSE,NA,D,cp,cpd17,21.414,cpd17,226,1.3716814159292035,cpd17,221.125,1.339517274017984,0.032164141911219524,0.001502014659158472
D,5,D5,370,apc-cp1-26,8,FALSE,FALSE,NA,D,cp,cpd19,34.92,cpd19,245,1.510204081632653,cpd19,221.125,1.339517274017984,0.17068680761466903,0.004887938362390293
A,4,A4,195,apc-cp2-26,0,FALSE,FALSE,NA,C,cp,cpc1,57.58,cpc1,195,1,cpc1,167.5,1.0146710837671558,-0.014671083767155757,-2.547947858137506e-4
A,5,A5,173,apc-cp2-26,0,FALSE,FALSE,NA,C,cp,cpc3,49.814,cpc3,173,1,cpc3,167.5,1.0146710837671558,-0.014671083767155757,-2.9451727962331387e-4
B,2,B2,188,apc-cp2-26,0,FALSE,FALSE,NA,C,cp,cpc8,43.907,cpc8,188,1,cpc8,167.5,1.0146710837671558,-0.014671083767155757,-3.341399723769731e-4
B,3,B3,182,apc-cp2-26,0,FALSE,FALSE,NA,C,cp,cpc5,38.681,cpc5,182,1,cpc5,167.5,1.0146710837671558,-0.014671083767155757,-3.792839835359933e-4
B,4,B4,181,apc-cp2-26,0,FALSE,FALSE,NA,C,cp,cpc7,27.866,cpc7,181,1,cpc7,167.5,1.0146710837671558,-0.014671083767155757,-5.264868932446622e-4
C,2,C2,203,apc-cp2-26,0,FALSE,FALSE,NA,D,cp,cpd12,65.186,cpd12,203,1,cpd12,167.5,1.0146710837671558,-0.014671083767155757,-2.250649490251857e-4
C,4,C4,293,apc-cp2-26,0,FALSE,FALSE,NA,D,cp,cpd10,59.131,cpd10,293,1,cpd10,167.5,1.0146710837671558,-0.014671083767155757,-2.4811154499595404e-4
C,5,C5,188,apc-cp2-26,0,FALSE,FALSE,NA,D,cp,cpd9,42.558,cpd9,188,1,cpd9,167.5,1.0146710837671558,-0.014671083767155757,-3.4473151386709333e-4
D,2,D2,187,apc-cp2-26,0,FALSE,FALSE,NA,D,cp,cpd16,44.906,cpd16,223.5,0.8366890380313199,cpd16,167.5,1.0146710837671558,-0.17798204573583587,-0.003963435748804967
D,3,D3,219,apc-cp2-26,0,FALSE,FALSE,NA,D,cp,cpd14,83.841,cpd14,219.5,0.9977220956719818,cpd14,167.5,1.0146710837671558,-0.016948988095173978,-2.0215632083555752e-4
D,4,D4,235,apc-cp2-26,0,FALSE,FALSE,NA,D,cp,cpd13,105.832,cpd13,235,1,cpd13,167.5,1.0146710837671558,-0.014671083767155757,-1.3862616001923575e-4
D,5,D5,254,apc-cp2-26,0,FALSE,FALSE,NA,D,cp,cpd15,56.741,cpd15,254,1,cpd15,167.5,1.0146710837671558,-0.014671083767155757,-2.585623053375118e-4
A,4,A4,193,apc-cp2-26,1,FALSE,FALSE,NA,C,cp,cpc1,57.58,cpc1,195,0.9897435897435898,cpc1,167.125,1.01239943208708,-0.022655842343490162,-3.934672168025384e-4
A,5,A5,178,apc-cp2-26,1,FALSE,FALSE,NA,C,cp,cpc3,49.814,cpc3,173,1.0289017341040463,cpc3,167.125,1.01239943208708,0.01650230201696634,3.3127839597234395e-4
B,2,B2,185,apc-cp2-26,1,FALSE,FALSE,NA,C,cp,cpc8,43.907,cpc8,188,0.9840425531914894,cpc8,167.125,1.01239943208708,-0.028356878895590576,-6.458395903976719e-4
B,3,B3,181,apc-cp2-26,1,FALSE,FALSE,NA,C,cp,cpc5,38.681,cpc5,182,0.9945054945054945,cpc5,167.125,1.01239943208708,-0.017893937581585417,-4.62602765739909e-4
B,4,B4,179,apc-cp2-26,1,FALSE,FALSE,NA,C,cp,cpc7,27.866,cpc7,181,0.988950276243094,cpc7,167.125,1.01239943208708,-0.02344915584398599,-8.414970158611208e-4
C,2,C2,201,apc-cp2-26,1,FALSE,FALSE,NA,D,cp,cpd12,65.186,cpd12,203,0.9901477832512315,cpd12,167.125,1.01239943208708,-0.022251648835848403,-3.413562549603964e-4
C,4,C4,303,apc-cp2-26,1,FALSE,FALSE,NA,D,cp,cpd10,59.131,cpd10,293,1.0341296928327646,cpd10,167.125,1.01239943208708,0.021730260745684626,3.674935439225555e-4
C,5,C5,192,apc-cp2-26,1,FALSE,FALSE,NA,D,cp,cpd9,42.558,cpd9,188,1.0212765957446808,cpd9,167.125,1.01239943208708,0.008877163657600828,2.0858977530900956e-4
D,2,D2,188,apc-cp2-26,1,FALSE,FALSE,NA,D,cp,cpd16,44.906,cpd16,223.5,0.8411633109619687,cpd16,167.125,1.01239943208708,-0.17123612112511122,-0.0038132125133637203
D,3,D3,232,apc-cp2-26,1,FALSE,FALSE,NA,D,cp,cpd14,83.841,cpd14,219.5,1.0569476082004556,cpd14,167.125,1.01239943208708,0.04454817611337569,5.313411828744372e-4
D,4,D4,262,apc-cp2-26,1,FALSE,FALSE,NA,D,cp,cpd13,105.832,cpd13,235,1.1148936170212767,cpd13,167.125,1.01239943208708,0.10249418493419671,9.684611925901118e-4
D,5,D5,413,apc-cp2-26,1,FALSE,FALSE,NA,D,cp,cpd15,56.741,cpd15,254,1.625984251968504,cpd15,167.125,1.01239943208708,0.613584819881424,0.010813782271751008
A,4,A4,201,apc-cp2-26,2,FALSE,FALSE,NA,C,cp,cpc1,57.58,cpc1,195,1.0307692307692307,cpc1,167.75,1.0161855182205395,0.014583712548691175,2.532773975111354e-4
A,5,A5,189,apc-cp2-26,2,FALSE,FALSE,NA,C,cp,cpc3,49.814,cpc3,173,1.092485549132948,cpc3,167.75,1.0161855182205395,0.07630003091240845,0.0015316985368050838
B,2,B2,190,apc-cp2-26,2,FALSE,FALSE,NA,C,cp,cpc8,43.907,cpc8,188,1.0106382978723405,cpc8,167.75,1.0161855182205395,-0.005547220348198989,-1.2634022702983554e-4
B,3,B3,185,apc-cp2-26,2,FALSE,FALSE,NA,C,cp,cpc5,38.681,cpc5,182,1.0164835164835164,cpc5,167.75,1.0161855182205395,2.9799826297693954e-4,7.70399583715363e-6
B,4,B4,183,apc-cp2-26,2,FALSE,FALSE,NA,C,cp,cpc7,27.866,cpc7,181,1.011049723756906,cpc7,167.75,1.0161855182205395,-0.005135794463633436,-1.8430325355750507e-4
C,2,C2,207,apc-cp2-26,2,FALSE,FALSE,NA,D,cp,cpd12,65.186,cpd12,203,1.019704433497537,cpd12,167.75,1.0161855182205395,0.0035189152769974363,5.39826845794716e-5
C,4,C4,387,apc-cp2-26,2,FALSE,FALSE,NA,D,cp,cpd10,59.131,cpd10,293,1.3208191126279865,cpd10,167.75,1.0161855182205395,0.304633594407447,0.005151842424573353
C,5,C5,198,apc-cp2-26,2,FALSE,FALSE,NA,D,cp,cpd9,42.558,cpd9,188,1.053191489361702,cpd9,167.75,1.0161855182205395,0.03700597114116255,8.695420635641372e-4
D,2,D2,195,apc-cp2-26,2,FALSE,FALSE,NA,D,cp,cpd16,44.906,cpd16,223.5,0.87248322147651,cpd16,167.75,1.0161855182205395,-0.14370229674402946,-0.0032000689605849878
D,3,D3,259,apc-cp2-26,2,FALSE,FALSE,NA,D,cp,cpd14,83.841,cpd14,219.5,1.1799544419134396,cpd14,167.75,1.0161855182205395,0.16376892369290008,0.001953327413710477
D,4,D4,304,apc-cp2-26,2,FALSE,FALSE,NA,D,cp,cpd13,105.832,cpd13,235,1.2936170212765958,cpd13,167.75,1.0161855182205395,0.27743150305605635,0.0026214330548043727
D,5,D5,665,apc-cp2-26,2,FALSE,FALSE,NA,D,cp,cpd15,56.741,cpd15,254,2.6181102362204722,cpd15,167.75,1.0161855182205395,1.6019247179999327,0.028232225692179074
A,4,A4,217,apc-cp2-26,3,FALSE,FALSE,NA,C,cp,cpc1,57.58,cpc1,195,1.1128205128205129,cpc1,169.375,1.0260293421675344,0.08679117065297848,0.0015073145302705536
A,5,A5,213,apc-cp2-26,3,FALSE,FALSE,NA,C,cp,cpc3,49.814,cpc3,173,1.23121387283237,cpc3,169.375,1.0260293421675344,0.20518453066483566,0.0041190133429324215
B,2,B2,204,apc-cp2-26,3,FALSE,FALSE,NA,C,cp,cpc8,43.907,cpc8,188,1.0851063829787233,cpc8,169.375,1.0260293421675344,0.05907704081118892,0.0013455039244582624
B,3,B3,190,apc-cp2-26,3,FALSE,FALSE,NA,C,cp,cpc5,38.681,cpc5,182,1.043956043956044,cpc5,169.375,1.0260293421675344,0.017926701788509636,4.6344980193142984e-4
B,4,B4,191,apc-cp2-26,3,FALSE,FALSE,NA,C,cp,cpc7,27.866,cpc7,181,1.0552486187845305,cpc7,169.375,1.0260293421675344,0.02921927661699608,0.0010485637198376545
C,2,C2,219,apc-cp2-26,3,FALSE,FALSE,NA,D,cp,cpd12,65.186,cpd12,203,1.0788177339901477,cpd12,169.375,1.0260293421675344,0.0527883918226133,8.098117973585324e-4
C,4,C4,495,apc-cp2-26,3,FALSE,FALSE,NA,D,cp,cpd10,59.131,cpd10,293,1.689419795221843,cpd10,169.375,1.0260293421675344,0.6633904530543087,0.011218996009780127
C,5,C5,204,apc-cp2-26,3,FALSE,FALSE,NA,D,cp,cpd9,42.558,cpd9,188,1.0851063829787233,cpd9,169.375,1.0260293421675344,0.05907704081118892,0.0013881535977063987
D,2,D2,217,apc-cp2-26,3,FALSE,FALSE,NA,D,cp,cpd16,44.906,cpd16,223.5,0.970917225950783,cpd16,169.375,1.0260293421675344,-0.05511211621675138,-0.0012272773397040792
D,3,D3,286,apc-cp2-26,3,FALSE,FALSE,NA,D,cp,cpd14,83.841,cpd14,219.5,1.3029612756264237,cpd14,169.375,1.0260293421675344,0.27693193345888933,0.003303060954173845
D,4,D4,321,apc-cp2-26,3,FALSE,FALSE,NA,D,cp,cpd13,105.832,cpd13,235,1.3659574468085107,cpd13,169.375,1.0260293421675344,0.33992810464097634,0.0032119595646021653
D,5,D5,856,apc-cp2-26,3,FALSE,FALSE,NA,D,cp,cpd15,56.741,cpd15,254,3.37007874015748,cpd15,169.375,1.0260293421675344,2.344049397989946,0.0413113867924419
A,4,A4,253,apc-cp2-26,4,FALSE,FALSE,NA,C,cp,cpc1,57.58,cpc1,195,1.2974358974358975,cpc1,170.75,1.0343587316611453,0.26307716577475215,0.0045688983288425175
A,5,A5,232,apc-cp2-26,4,FALSE,FALSE,NA,C,cp,cpc3,49.814,cpc3,173,1.3410404624277457,cpc3,170.75,1.0343587316611453,0.3066817307666003,0.006156536932721731
B,2,B2,225,apc-cp2-26,4,FALSE,FALSE,NA,C,cp,cpc8,43.907,cpc8,188,1.196808510638298,cpc8,170.75,1.0343587316611453,0.16244977897715263,0.003699860591184837
B,3,B3,208,apc-cp2-26,4,FALSE,FALSE,NA,C,cp,cpc5,38.681,cpc5,182,1.1428571428571428,cpc5,170.75,1.0343587316611453,0.10849841119599746,0.002804953625707646
B,4,B4,196,apc-cp2-26,4,FALSE,FALSE,NA,C,cp,cpc7,27.866,cpc7,181,1.0828729281767955,cpc7,170.75,1.0343587316611453,0.04851419651565014,0.001740981716631384
C,2,C2,229,apc-cp2-26,4,FALSE,FALSE,NA,D,cp,cpd12,65.186,cpd12,203,1.1280788177339902,cpd12,170.75,1.0343587316611453,0.09372008607284488,0.0014377333487688288
C,4,C4,608,apc-cp2-26,4,FALSE,FALSE,NA,D,cp,cpd10,59.131,cpd10,293,2.0750853242320817,cpd10,170.75,1.0343587316611453,1.0407265925709364,0.017600355018026693
C,5,C5,216,apc-cp2-26,4,FALSE,FALSE,NA,D,cp,cpd9,42.558,cpd9,188,1.148936170212766,cpd9,170.75,1.0343587316611453,0.11457743855162072,0.0026922655799525522
D,2,D2,241,apc-cp2-26,4,FALSE,FALSE,NA,D,cp,cpd16,44.906,cpd16,223.5,1.0782997762863535,cpd16,170.75,1.0343587316611453,0.0439410446252082,9.785116604731708e-4
D,3,D3,327,apc-cp2-26,4,FALSE,FALSE,NA,D,cp,cpd14,83.841,cpd14,219.5,1.489749430523918,cpd14,170.75,1.0343587316611453,0.4553906988627727,0.005431599084729104
D,4,D4,344,apc-cp2-26,4,FALSE,FALSE,NA,D,cp,cpd13,105.832,cpd13,235,1.4638297872340424,cpd13,170.75,1.0343587316611453,0.4294710555728971,0.004058045350866441
D,5,D5,1096,apc-cp2-26,4,FALSE,FALSE,NA,D,cp,cpd15,56.741,cpd15,254,4.31496062992126,cpd15,170.75,1.0343587316611453,3.280601898260115,0.0578171322017609
A,4,A4,277,apc-cp2-26,5,FALSE,FALSE,NA,C,cp,cpc1,57.58,cpc1,195,1.4205128205128206,cpc1,172.25,1.0434453383814482,0.3770674821313724,0.006548584267651484
A,5,A5,258,apc-cp2-26,5,FALSE,FALSE,NA,C,cp,cpc3,49.814,cpc3,173,1.4913294797687862,cpc3,172.25,1.0434453383814482,0.447884141387338,0.008991129830717027
B,2,B2,249,apc-cp2-26,5,FALSE,FALSE,NA,C,cp,cpc8,43.907,cpc8,188,1.324468085106383,cpc8,172.25,1.0434453383814482,0.2810227467249349,0.006400408744048441
B,3,B3,233,apc-cp2-26,5,FALSE,FALSE,NA,C,cp,cpc5,38.681,cpc5,182,1.2802197802197801,cpc5,172.25,1.0434453383814482,0.23677444183833196,0.006121207875658126
B,4,B4,205,apc-cp2-26,5,FALSE,FALSE,NA,C,cp,cpc7,27.866,cpc7,181,1.132596685082873,cpc7,172.25,1.0434453383814482,0.08915134670142488,0.0031992875440115154
C,2,C2,244,apc-cp2-26,5,FALSE,FALSE,NA,D,cp,cpd12,65.186,cpd12,203,1.2019704433497538,cpd12,172.25,1.0434453383814482,0.15852510496830563,0.0024318888253352807
C,4,C4,705,apc-cp2-26,5,FALSE,FALSE,NA,D,cp,cpd10,59.131,cpd10,293,2.4061433447098977,cpd10,172.25,1.0434453383814482,1.3626980063284495,0.023045407761215768
C,5,C5,231,apc-cp2-26,5,FALSE,FALSE,NA,D,cp,cpd9,42.558,cpd9,188,1.2287234042553192,cpd9,172.25,1.0434453383814482,0.18527806587387108,0.004353542597722428
D,2,D2,258,apc-cp2-26,5,FALSE,FALSE,NA,D,cp,cpd16,44.906,cpd16,223.5,1.1543624161073827,cpd16,172.25,1.0434453383814482,0.11091707772593451,0.0024699834704924625
D,3,D3,354,apc-cp2-26,5,FALSE,FALSE,NA,D,cp,cpd14,83.841,cpd14,219.5,1.612756264236902,cpd14,172.25,1.0434453383814482,0.5693109258554538,0.0067903642114890556
D,4,D4,368,apc-cp2-26,5,FALSE,FALSE,NA,D,cp,cpd13,105.832,cpd13,235,1.5659574468085107,cpd13,172.25,1.0434453383814482,0.5225121084270625,0.004937184485099616
D,5,D5,1206,apc-cp2-26,5,FALSE,FALSE,NA,D,cp,cpd15,56.741,cpd15,254,4.748031496062992,cpd15,172.25,1.0434453383814482,3.7045861576815433,0.0652894055036313
A,4,A4,570,apc-cp2-26,6,FALSE,FALSE,NA,C,cp,cpc1,57.58,cpc1,195,2.923076923076923,cpc1,172.875,1.0472314245149077,1.8758454985620152,0.03257807395904855
A,5,A5,272,apc-cp2-26,6,FALSE,FALSE,NA,C,cp,cpc3,49.814,cpc3,173,1.5722543352601157,cpc3,172.875,1.0472314245149077,0.525022910745208,0.010539665771574417
B,2,B2,629,apc-cp2-26,6,FALSE,FALSE,NA,C,cp,cpc8,43.907,cpc8,188,3.345744680851064,cpc8,172.875,1.0472314245149077,2.298513256336156,0.052349585631816256
B,3,B3,243,apc-cp2-26,6,FALSE,FALSE,NA,C,cp,cpc5,38.681,cpc5,182,1.335164835164835,cpc5,172.875,1.0472314245149077,0.2879334106499274,0.00744379438613085
B,4,B4,216,apc-cp2-26,6,FALSE,FALSE,NA,C,cp,cpc7,27.866,cpc7,181,1.1933701657458564,cpc7,172.875,1.0472314245149077,0.14613874123094872,0.0052443386647150194
C,2,C2,260,apc-cp2-26,6,FALSE,FALSE,NA,D,cp,cpd12,65.186,cpd12,203,1.2807881773399015,cpd12,172.875,1.0472314245149077,0.23355675282499377,0.003582928126054578
C,4,C4,821,apc-cp2-26,6,FALSE,FALSE,NA,D,cp,cpd10,59.131,cpd10,293,2.802047781569966,cpd10,172.875,1.0472314245149077,1.7548163570550583,0.029676757657659408
C,5,C5,243,apc-cp2-26,6,FALSE,FALSE,NA,D,cp,cpd9,42.558,cpd9,188,1.2925531914893618,cpd9,172.875,1.0472314245149077,0.24532176697445407,0.005764410145553223
D,2,D2,283,apc-cp2-26,6,FALSE,FALSE,NA,D,cp,cpd16,44.906,cpd16,223.5,1.2662192393736018,cpd16,172.875,1.0472314245149077,0.21898781485869412,0.004876582524800564
D,3,D3,390,apc-cp2-26,6,FALSE,FALSE,NA,D,cp,cpd14,83.841,cpd14,219.5,1.7767653758542141,cpd14,172.875,1.0472314245149077,0.7295339513393064,0.008701398496431418
D,4,D4,388,apc-cp2-26,6,FALSE,FALSE,NA,D,cp,cpd13,105.832,cpd13,235,1.651063829787234,cpd13,172.875,1.0472314245149077,0.6038324052723263,0.005705574923202116
D,5,D5,1453,apc-cp2-26,6,FALSE,FALSE,NA,D,cp,cpd15,56.741,cpd15,254,5.7204724409448815,cpd15,172.875,1.0472314245149077,4.673241016429974,0.08236092096420532
A,4,A4,744,apc-cp2-26,7,FALSE,FALSE,NA,C,cp,cpc1,57.58,cpc1,195,3.8153846153846156,cpc1,173.875,1.053289162328443,2.7620954530561725,0.04796970220660251
A,5,A5,289,apc-cp2-26,7,FALSE,FALSE,NA,C,cp,cpc3,49.814,cpc3,173,1.670520231213873,cpc3,173.875,1.053289162328443,0.6172310688854299,0.012390714836901873
B,2,B2,931,apc-cp2-26,7,FALSE,FALSE,NA,C,cp,cpc8,43.907,cpc8,188,4.952127659574468,cpc8,173.875,1.053289162328443,3.898838497246025,0.08879765179233437
B,3,B3,258,apc-cp2-26,7,FALSE,FALSE,NA,C,cp,cpc5,38.681,cpc5,182,1.4175824175824177,cpc5,173.875,1.053289162328443,0.3642932552539746,0.009417886178071266
B,4,B4,224,apc-cp2-26,7,FALSE,FALSE,NA,C,cp,cpc7,27.866,cpc7,181,1.2375690607734806,cpc7,173.875,1.053289162328443,0.18427989844503756,0.006613073223463632
C,2,C2,276,apc-cp2-26,7,FALSE,FALSE,NA,D,cp,cpd12,65.186,cpd12,203,1.3596059113300492,cpd12,173.875,1.053289162328443,0.3063167490016061,0.004699118660473201
C,4,C4,928,apc-cp2-26,7,FALSE,FALSE,NA,D,cp,cpd10,59.131,cpd10,293,3.167235494880546,cpd10,173.875,1.053289162328443,2.113946332552103,0.03575022124692806
C,5,C5,258,apc-cp2-26,7,FALSE,FALSE,NA,D,cp,cpd9,42.558,cpd9,188,1.372340425531915,cpd9,173.875,1.053289162328443,0.3190512632034719,0.007496857540379527
D,2,D2,298,apc-cp2-26,7,FALSE,FALSE,NA,D,cp,cpd16,44.906,cpd16,223.5,1.3333333333333333,cpd16,173.875,1.053289162328443,0.2800441710048902,0.006236230592902735
D,3,D3,429,apc-cp2-26,7,FALSE,FALSE,NA,D,cp,cpd14,83.841,cpd14,219.5,1.9544419134396356,cpd14,173.875,1.053289162328443,0.9011527511111925,0.010748354040519466
D,4,D4,417,apc-cp2-26,7,FALSE,FALSE,NA,D,cp,cpd13,105.832,cpd13,235,1.774468085106383,cpd13,173.875,1.053289162328443,0.7211789227779399,0.0068143748845145135
D,5,D5,1598,apc-cp2-26,7,FALSE,FALSE,NA,D,cp,cpd15,56.741,cpd15,254,6.291338582677166,cpd15,173.875,1.053289162328443,5.238049420348723,0.09231507059002703
A,4,A4,828,apc-cp2-26,8,FALSE,FALSE,NA,C,cp,cpc1,57.58,cpc1,195,4.246153846153846,cpc1,174.25,1.0555608140085186,3.1905930321453275,0.055411480238717045
A,5,A5,310,apc-cp2-26,8,FALSE,FALSE,NA,C,cp,cpc3,49.814,cpc3,173,1.7919075144508672,cpc3,174.25,1.0555608140085186,0.7363467004423485,0.014781922761519824
B,2,B2,1050,apc-cp2-26,8,FALSE,FALSE,NA,C,cp,cpc8,43.907,cpc8,188,5.585106382978723,cpc8,174.25,1.0555608140085186,4.529545568970205,0.10316226499123614
B,3,B3,261,apc-cp2-26,8,FALSE,FALSE,NA,C,cp,cpc5,38.681,cpc5,182,1.434065934065934,cpc5,174.25,1.0555608140085186,0.37850512005741543,0.009785298209907072
B,4,B4,232,apc-cp2-26,8,FALSE,FALSE,NA,C,cp,cpc7,27.866,cpc7,181,1.281767955801105,cpc7,174.25,1.0555608140085186,0.22620714179258639,0.00811767536756572
C,2,C2,293,apc-cp2-26,8,FALSE,FALSE,NA,D,cp,cpd12,65.186,cpd12,203,1.4433497536945812,cpd12,174.25,1.0555608140085186,0.38778893968606254,0.005948960508177561
C,4,C4,1034,apc-cp2-26,8,FALSE,FALSE,NA,D,cp,cpd10,59.131,cpd10,293,3.52901023890785,cpd10,174.25,1.0555608140085186,2.4734494248993313,0.0418299948402586
C,5,C5,269,apc-cp2-26,8,FALSE,FALSE,NA,D,cp,cpd9,42.558,cpd9,188,1.4308510638297873,cpd9,174.25,1.0555608140085186,0.3752902498212687,0.008818324400142599
D,2,D2,320,apc-cp2-26,8,FALSE,FALSE,NA,D,cp,cpd16,44.906,cpd16,223.5,1.4317673378076063,cpd16,174.25,1.0555608140085186,0.3762065237990877,0.008377644942749025
